ISBN,Title,PublicationPlace,PublicationDate,Edition,AuthorNames
9780716728320,Chemistry - molecules matter and change,USA,1997,3rd ,Atkins Peter William; Jones Loretta
0582355907,Chemistry : principles and applications,Harlow,1988,,Atkins Peter William
1841465194,Chemistry : the workbook,Kirkby-in-Furness,c1999,,Gannon Paddy
1841465097,Chemistry : the workbook Higher Level,Kirkby-in-Furness,c1999,,Gannon Paddy
1857583523,Chemistry A Level Questions and Answers,LONDON,2000,,McDuell Bob
0748701540,Chemistry A-Level,Cheltenham,1985,2nd,Ramsden Eileen N.
080155685,Chemistry and Metallurgy - Volume 5,Oxford,1971,2nd,Central Electricity Generating Board
0719550394,Chemistry At Work; Comprehension Exercises for Advanced Level,London,1992,,Taylor J. R.
0003223825,Chemistry core,London,1995,,Nicholls Lyn; Ratcliffe Mary
0340790504,Chemistry Counts,Sevenoaks,2002,3rd,Hill Graham
0340790504,Chemistry Counts,Sevenoaks,2002,3rd,Hill Graham
0582303885,Chemistry Exam Questions and Answers,Harlow,1997,1st,Cox Michael Charles; et al
0582303885,Chemistry Exam Questions and Answers,Harlow,1997,1st,Cox Michael Charles; et al
0750104988,Chemistry For GCSE,London,1993,2nd,Ramsden Eileen N.
0750106816,Chemistry for GCSE,England,1994,2Rev.ed,Ramsden Eileen N.
0137443196,Chemistry for the Health Sciences,Hemel Hempstead,1997,8th,Lehman Dennis D.; Sackheim Gi
0137443196,Chemistry for the Health Sciences,Hemel Hempstead,1997,8th,Lehman Dennis D.; Sackheim Gi
0717116549,Chemistry for tomorrows world,Dublin,1991,,Mullally Shea
0333373103,Chemistry in Action,London,,2nd,Freemantle Michael H.
0333565150,Chemistry in Action,London,1995,2nd,Freemantle Michael H.
0333565150,Chemistry in Action,London,1995,2nd,Freemantle Michael H.
0713523735,Chemistry in Today's World,London,1987,New ed.,Ainley D.; Lazonby John Nelson; Masson A. J.
1857583167,Chemistry Key Stage 4 GCSE Questions and Answers,London,1995,,McDuell Bob; Booth Graham
0408006226,Chemistry Level 2 (Checkbooks),Sevenoaks,,,Chivers P. J.
019914267X,Chemistry made clear,Oxford,1987,GCSE ed,Gallagher R.; Ingram P.
0199140502,Chemistry matters,OXFORD,1978,,Haat Richard
0340800933,Cher - Livewire Real Lives,Sevenoaks,2001,,
0340800933,Cher - Livewire Real Lives,Sevenoaks,2001,,
0863188621,Chicken classics,London,1992,,Willan Anne
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
0330440314,Chicken Feed,London,2006,First,Walters Minette
1861680546,Child Abuse,Cambridge,1998,,Donnellan Craig
9781861687722,Child Abuse,Cambridge,2017,,Acred Cara
0750204982,Child abuse,England,1993,1ST,Bryant-Mole Karen
9780335157266,Child Abuse Revisited Children Society and Social Work,Milton Keynes,1993,,
9780335157266,Child Abuse Revisited Children Society and Social Work,Milton Keynes,1993,,
9780335157266,Child Abuse Revisited Children Society and Social Work,Milton Keynes,1993,,
9780335157266,Child Abuse Revisited Children Society and Social Work,Milton Keynes,1993,,
9780335217632,Child Abuse Towards a Knowledge Base,Maidenhead England; New York NY,2006,3rd,Corby Brian
9780335205677,Child Abuse Towards a Knowledge Base,Milton Keynes,2000,,CORBY BRIAN
0333205674,Child Abuse Towards a Knowledge Base,Open University Press,2000,,Corby Brian
9780335157464,Child Abuse Towards a Knowledge Base,Milton Keynes,1993,,CORBY BRIAN
1861683782,Child abuse.,,2007,New ed.,Firth Lisa
1861683782,Child abuse.,,2007,New ed.,Firth Lisa
0395964261,Child and adolescent development,Boston,2000,5th ed,Seifert Kelvin
9780478371338,Child and Adolescent Mental Health,Cornwall,1997,,Wallace Susan
9780335098903,Child and Adolescent Therapy: A Handbook,Milton Keynes,1992,,Lane David A.; Miller Andrew
9780412487200,Child and Infant Pain: Principles of Nursing Care and Management,London,1996,,Carter Bernadette
9780140244533,Child Behaviour,LondonUK,1997,,Einon Dorothy
185642345X,Child Behaviour in The Early Years,London,2007,,Sullivan Karen
0719553148,Child Care & Development,London,1994,6th,Minett Pamela
0719553148,Child Care & Development,London,1994,6th,Minett Pamela
0340889152,Child Care & Development,London,2005,5th ,Minett Pamela
0340889160,Child care & development : revision exercises,London,2005,5th ed.,Minett Pamela
9780340925393,Child Care & Education,London,2006,4th,Bruce Tina; Meggitt Carolyn; Walker Jessica
9780340925393,Child Care & Education,London,2006,4th,Bruce Tina; Meggitt Carolyn; Walker Jessica
9780340925393,Child Care & Education,London,2006,4th,Bruce Tina; Meggitt Carolyn; Walker Jessica
9780340925393,Child Care & Education,London,2006,4th,Bruce Tina; Meggitt Carolyn; Walker Jessica
9780340925393,Child Care & Education,London,2006,4th,Bruce Tina; Meggitt Carolyn; Walker Jessica
9780340925393,Child Care & Education,London,2006,4th,Bruce Tina; Meggitt Carolyn; Walker Jessica
9780340925393,Child Care & Education,London,2006,4th,Bruce Tina; Meggitt Carolyn; Walker Jessica
034064334X,Child Care & Education NVQ/SVQ Level 3 Workbook,London,1996,,Jennings Teena; Ward Kathryn; Smith Dawn; Farley Audrey; Bradburn Marilyn
034064334X,Child Care & Education NVQ/SVQ Level 3 Workbook,London,1996,,Jennings Teena; Ward Kathryn; Smith Dawn; Farley Audrey; Bradburn Marilyn
0719553148,Child Care and Development,UK,1994,3rd,Minett Pamela
0719553148,Child Care and Development,UK,1994,3rd,Minett Pamela
9781861527226,Child Care and Early Education Good Practice to Support Young Children and their Families,London,2003,,Lindon Jennie
9781861527226,Child Care and Early Education Good Practice to Support Young Children and their Families,London,2003,,Lindon Jennie
9781861527226,Child Care and Early Education Good Practice to Support Young Children and their Families,London,2003,,Lindon Jennie
9781861527226,Child Care and Early Education Good Practice to Support Young Children and their Families,London,2003,,Lindon Jennie
9780340846285,Child Care and Education,Sevenoaks,2002,3rd,Bruce Tina; Meggitt Carolyn
9780340846285,Child Care and Education,Sevenoaks,2002,3rd,Bruce Tina; Meggitt Carolyn
9780340846285,Child Care and Education,Sevenoaks,2002,3rd,Bruce Tina; Meggitt Carolyn
9780340846285,Child Care and Education,Sevenoaks,2002,3rd,Bruce Tina; Meggitt Carolyn
9780340846285,Child Care and Education,Sevenoaks,2002,3rd,Bruce Tina; Meggitt Carolyn
0340643331,Child Care and Education,Sevenoaks,1995,,CACHE
9780340643280,Child Care and Education,Sevenoaks,1996,,Bruce Tina; Meggitt Carolyn
9780340643280,Child Care and Education,Sevenoaks,1996,,Bruce Tina; Meggitt Carolyn
9780340643280,Child Care and Education,Sevenoaks,1996,,Bruce Tina; Meggitt Carolyn
043540153X,Child care and education,Oxford,1998,,Tassoni Penny
9780435987411,Child Care and Education: CACHE Level 2,Harlow,2007,4th,Tassoni Penny
9780435987411,Child Care and Education: CACHE Level 2,Harlow,2007,4th,Tassoni Penny
9780435987411,Child Care and Education: CACHE Level 2,Harlow,2007,4th,Tassoni Penny
9780435987411,Child Care and Education: CACHE Level 2,Harlow,2007,4th,Tassoni Penny
9780435987411,Child Care and Education: CACHE Level 2,Harlow,2007,4th,Tassoni Penny
9780435987428,Child Care and Education: Cache Level 3.,Oxford,2007,4th,Tassoni Penny; Beith Kate; Bulman Kath; Eldridge Harriet
9780435987428,Child Care and Education: Cache Level 3.,Oxford,2007,4th,Tassoni Penny; Beith Kate; Bulman Kath; Eldridge Harriet
9780435987428,Child Care and Education: Cache Level 3.,Oxford,2007,4th,Tassoni Penny; Beith Kate; Bulman Kath; Eldridge Harriet
9780435987428,Child Care and Education: Cache Level 3.,Oxford,2007,4th,Tassoni Penny; Beith Kate; Bulman Kath; Eldridge Harriet
9780435987428,Child Care and Education: Cache Level 3.,Oxford,2007,4th,Tassoni Penny; Beith Kate; Bulman Kath; Eldridge Harriet
9781871402131,Child Care and Health for Nursery Nurses,Cheltenham,1989,3rd,Brain Jean; Martin Molly D.
9781871402131,Child Care and Health for Nursery Nurses,Cheltenham,1989,3rd,Brain Jean; Martin Molly D.
9781871402131,Child Care and Health for Nursery Nurses,Cheltenham,1989,3rd,Brain Jean; Martin Molly D.
9781871402131,Child Care and Health for Nursery Nurses,Cheltenham,1989,3rd,Brain Jean; Martin Molly D.
9781871402131,Child Care and Health for Nursery Nurses,Cheltenham,1989,3rd,Brain Jean; Martin Molly D.
9781871402131,Child Care and Health for Nursery Nurses,Cheltenham,1989,3rd,Brain Jean; Martin Molly D.
071954629X,Child Care Development,London,1990,2nd,Minett Pamela
0340513314,Child Care Research Policy and Practice,Sevenoaks,1989,,Kahan Barbara
0340513314,Child Care Research Policy and Practice,Sevenoaks,1989,,Kahan Barbara
0340513314,Child Care Research Policy and Practice,Sevenoaks,1989,,Kahan Barbara
9780340513309,Child Care: Concerns and Conflicts,Sevenoaks,1989,,
9780340513309,Child Care: Concerns and Conflicts,Sevenoaks,1989,,
9780340513309,Child Care: Concerns and Conflicts,Sevenoaks,1989,,
0340652535,Child Centred Play Therapy,Sevenoaks,1996,2nd,West Janet
"toughton""",,,,,
0340652535,Child Centred Play Therapy,Sevenoaks,1996,2nd,West Janet
0064671496,Child Development,London,,,Cunningham Bill
0333321715,Child Development & The Family,Basingstoke,1985,,Jupe Jennifer; Powell Edwina; Powell Viola; Bishop M.; Owen Chris
0333321715,Child Development & The Family,Basingstoke,1985,,Jupe Jennifer; Powell Edwina; Powell Viola; Bishop M.; Owen Chris
9780435899899,Child development - an illustrated guide,Harlow,2007,DVD,Meggitt Carolyn
0395868270,Child development : a thematic approach,Boston,c1998,3rd ed.,Bukatko Danuta; Daehler Marvin W.
0395868270,Child development : a thematic approach,Boston,c1998,3rd ed.,Bukatko Danuta; Daehler Marvin W.
0862160545,Child Development A First Course,Oxford,1987,,Sylva Kathy; Lunt Ingrid
0862160545,Child Development A First Course,Oxford,1987,,Sylva Kathy; Lunt Ingrid
0862160545,Child Development A First Course,Oxford,1987,,Sylva Kathy; Lunt Ingrid
0862160545,Child Development A First Course,Oxford,1987,,Sylva Kathy; Lunt Ingrid
0862160545,Child Development A First Course,Oxford,1987,,Sylva Kathy; Lunt Ingrid
0862160545,Child Development A First Course,Oxford,1987,,Sylva Kathy; Lunt Ingrid
0862160545,Child Development A First Course,Oxford,1987,,Sylva Kathy; Lunt Ingrid
0340753056,Child Development and Learning 2-5 Years,Sevenoaks,1999,,Bruce Tina
0060446951,Child Development and Personality,New York,1990,7th,Mussen Paul Henry; Conger John Janeway; Kagan Jerome; Huston Aletha Carol
9780415275781,Child Development and Teaching Pupils with Special Educational Needs,Abingdon,2004,,Tilstone Christina; et al
9781473944572,Child Development for Early Years Students and Practitioners,London,2016,3rd,Neaum Sally
9781473944572,Child Development for Early Years Students and Practitioners,London,2016,3rd,Neaum Sally
1874579091,Child development from Birth to Eight: A Practical Focus,London,1993,,Lindon Jennie
1874579091,Child development from Birth to Eight: A Practical Focus,London,1993,,Lindon Jennie
9780415497558,Child Development in Practice: responsive teaching and learning from birth to five,Abingdon,2011,,May Pamela
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0435420569,Child Development An Illustrated Guide,London,2000,,Meggitt Carolyn; Sunderland Gerald
0631194290,Child development:  a first course,OXFORD,1982,,Lunt Ingrid; Sylva Kathy
043589983X,Child Development: 6 to 16 Years,Oxford,2007,,
043589983X,Child Development: 6 to 16 Years,Oxford,2007,,
043589983X,Child Development: 6 to 16 Years,Oxford,2007,,
043589983X,Child Development: 6 to 16 Years,Oxford,2007,,
043589983X,Child Development: 6 to 16 Years,Oxford,2007,,
9780071121484,Child Development: A Topical Approach,Boston,2003,,
in each chapter by giving boxed, broad overview questions to highlight the key ideas; Checkpoints,,NRC37564,305.231,General Loan
9780435078805,Child Development: An Illustrated Guide,Harlow,2012,3rd ,Meggitt Carolyn
9780435078805,Child Development: An Illustrated Guide,Harlow,2012,3rd ,Meggitt Carolyn
9780435899875,Child Development: An Illustrated Guide - Birth to 16 Years,Harlow,2007,2nd,Meggitt Carolyn
9780435899875,Child Development: An Illustrated Guide - Birth to 16 Years,Harlow,2007,2nd,Meggitt Carolyn
9780435899875,Child Development: An Illustrated Guide - Birth to 16 Years,Harlow,2007,2nd,Meggitt Carolyn
0435420488,Child Development: An Illustrated Guide: Birth to 16 Years.,Oxford,2006,2nd,Meggitt Carolyn
0435420488,Child Development: An Illustrated Guide: Birth to 16 Years.,Oxford,2006,2nd,Meggitt Carolyn
0435420488,Child Development: An Illustrated Guide: Birth to 16 Years.,Oxford,2006,2nd,Meggitt Carolyn
0435420488,Child Development: An Illustrated Guide: Birth to 16 Years.,Oxford,2006,2nd,Meggitt Carolyn
0435420488,Child Development: An Illustrated Guide: Birth to 16 Years.,Oxford,2006,2nd,Meggitt Carolyn
0435420488,Child Development: An Illustrated Guide: Birth to 16 Years.,Oxford,2006,2nd,Meggitt Carolyn
034081344X,Child Development: Coursework Guide for GCSE,Sevenoaks,2004,,Brennand Heather; Hall Valerie
9781292001012,Child Development: Theory and Practice 0 - 11,Harlow,2014,2nd,Doherty Jonathan; Hughes Malcolm
9781861685742,Child exploitation,Cambridge,7.45,,Firth Lisa
,Child Harold's Pilgrimage: A Romaunt by Lord Byron: Cantos III and IV.,London,1961,,
1405316462,Child Health,London,2006,rev,Stoppard Dr. Miriam
9780192617682,Child Health the Screening Tests,,1989,,Cordeiro Mario; MacFarlane Aidan; Sefi Sue
0748736514,Child health: Care of the child in health and illness,Cheltenham,2000,,Keene Anne Lesley
0748736514,Child health: Care of the child in health and illness,Cheltenham,2000,,Keene Anne Lesley
0748736514,Child health: Care of the child in health and illness,Cheltenham,2000,,Keene Anne Lesley
0748736514,Child health: Care of the child in health and illness,Cheltenham,2000,,Keene Anne Lesley
1861682050,Child labour,,2002,,Donnellan Craig
9781861686879,Child Labour and Exploitation,Cambridge,2014,,Acred Cara
1857752627,Child Mental Health in Primary Care,Oxford,2001,,Spender Quentin
"loan""",£29.95,,,,
9780748765560,Child Nutrition,Cheltenham,2002,2nd,O'Donovan Margaret
